,artistID,name,genres
7033,7185,The Morning Benders,['indie rock']
7035,7187,Hard-Fi,['britpop']
7037,7189,The Broken West,['power pop']
7039,7191,Nemesea,"['symphonic metal', 'gothic metal', 'symphonic rock', 'melodic metal', 'power metal']"
7040,7192,Umbanda,['axé']
7043,7195,Rita Ribeiro,"['fado', 'nova mpb']"
7045,7197,Renaud,"['chamber music', 'classical']"
7046,7198,Ridan,"['variété française', 'chanson', 'french pop', 'french house']"
7048,7200,La Tordue,"['chanson', 'french house', 'variété française']"
7049,7201,Lo'Jo,"['mexican indie', 'latin indie']"
7052,7204,Mes Souliers Sont Rouges,"['chanson', 'traditional music']"
7053,7205,Jacques Higelin,"['chanson', 'variété française', 'french jazz', 'french pop', 'french house']"
7054,7206,Georges Brassens,"['chanson', 'variété française', 'french house']"
7055,7207,Les Wriggles,"['chanson', 'variété française', 'french house']"
7056,7208,Boris Vian,"['chanson', 'variété française']"
7058,7210,Batlik,['chanson']
7059,7211,Olivia Ruiz,"['variété française', 'chanson', 'french pop', 'french house']"
7063,7215,Jean-Louis Aubert,"['variété française', 'chanson', 'french pop', 'french house']"
7064,7216,Alexis HK,"['chanson', 'variété française', 'french pop']"
7065,7217,Matmatah,"['variété française', 'chanson', 'celtic rock']"
7067,7219,Louise Attaque,"['variété française', 'chanson', 'french pop', 'french house']"
7068,7220,Les VRP,"['chanson', 't-pop', 'thai pop', 'dark cabaret']"
7070,7222,The Krewmen,"['psychobilly', 'garage rock']"
7071,7223,Didier Super,['chanson']
7072,7224,The Brian Setzer Orchestra,"['rockabilly', 'swing music', 'big band', 'christmas', 'boogie-woogie']"
7073,7225,Tom Poisson,"['chanson', 'french pop']"
7075,7227,Alain Bashung,"['chanson', 'variété française', 'french pop', 'french house']"
7076,7228,Boby Lapointe,"['chanson', 'variété française']"
7078,7230,Allain Leprest,['chanson']
7079,7231,Laurent Voulzy,"['variété française', 'chanson', 'french pop', 'french house']"
7080,7232,Jean-Jacques Goldman,"['variété française', 'chanson', 'french pop', 'french house']"
7081,7233,Alain Souchon,"['variété française', 'chanson', 'french pop', 'french house']"
7083,7235,Brian Setzer,"['rockabilly', 'swing music', 'big band', 'christmas', 'boogie-woogie']"
7084,7236,Soldat Louis,"['celtic rock', 'celtic', 'variété française', 'chanson']"
7087,7239,Stray Cats,"['rockabilly', 'psychobilly']"
7088,7240,Marcel et son Orchestre,"['ska', 'ska punk', 'chanson']"
7089,7241,Marc Lavoine,"['variété française', 'chanson', 'french pop', 'french house']"
7090,7242,Stephan Eicher,"['variété française', 'chanson', 'french pop', 'french house']"
7091,7243,Emmy Rossum,['musicals']
7095,7247,Minnie Driver,['musicals']
7097,7249,Paulo CÃ©sar Baruk,"['gospel', 'brazilian gospel']"
7099,7251,Komeda,['vocaloid']
7100,7252,Fernanda Brum,"['gospel', 'brazilian gospel', 'pentecostal', 'worship', 'devotional']"
7101,7253,Wax Poetic,"['trip hop', 'acid jazz', 'nu jazz', 'downtempo']"
7104,7256,Adiemus,"['new age', 'celtic']"
7107,7259,Gil Scott-Heron,"['spoken word', 'jazz funk']"
7108,7260,Flogging Molly,"['celtic rock', 'celtic', 'folk punk', 'punk']"
7109,7261,Vega,"['corrido', 'corridos tumbados', 'corridos bélicos', 'electro corridos']"
7110,7262,Duman,"['anatolian rock', 'turkish pop']"
7111,7263,Cruachan,"['folk metal', 'celtic rock', 'celtic', 'medieval metal', 'folk']"
7113,7265,Bill Hicks,['jazz']
7114,7266,Pete Townshend,['art rock']
7122,7274,Ben Lee,['jazz']
7131,7283,Krezip,['nederpop']
7145,7297,Chris Lake,"['tech house', 'house', 'bass house']"
7146,7298,Axwell,['edm']
7149,7301,Ian Carey,['hypertechno']
7150,7302,Gaelle,"['kompa', 'zouk', 'shatta']"
7161,7313,Selda,"['anatolian rock', 'arabesk']"
7164,7316,Rank 1,"['trance', 'progressive trance']"
7167,7319,Frank Turner,['folk punk']
7173,7325,Elastica,['britpop']
7174,7326,Plan B,['reggaeton']
7176,7328,Sugar Kane,"['melodic hardcore', 'brazilian rock', 'hardcore', 'hardcore punk']"
7177,7329,Goldfinger,"['ska punk', 'ska', 'skate punk', 'punk', 'pop punk']"
7179,7331,Suicidal Tendencies,"['thrash metal', 'hardcore punk', 'punk', 'skate punk', 'speed metal']"
7181,7333,Transplants,"['punk', 'ska punk', 'skate punk', 'ska']"
7184,7336,Ballyhoo!,"['reggae rock', 'reggae', 'ska']"
7185,7337,Long Beach Dub All Stars,"['reggae rock', 'reggae', 'ska', 'ska punk', 'dub']"
7186,7338,Pepper,"['funk rock', 'alternative rock', 'rock']"
7187,7339,AbraSKAdabra,"['ska punk', 'ska']"
7190,7342,Wall of Voodoo,"['new wave', 'synthpop', 'post-punk']"
7191,7343,Fad Gadget,"['new wave', 'cold wave', 'post-punk', 'synthpop', 'darkwave', 'ebm', 'industrial', 'deathrock']"
7192,7344,Boytronic,"['synthpop', 'italo disco', 'hi-nrg', 'ebm', 'italo dance']"
7193,7345,Pete Shelley,"['synthpop', 'new wave']"
7194,7346,The Icicle Works,"['new wave', 'synthpop', 'jangle pop']"
7195,7347,Blancmange,"['synthpop', 'new wave']"
7196,7348,Brigitte Bardot,"['french pop', 'french jazz', 'chanson', 'variété française']"
7198,7350,Zaza Fournier,"['french pop', 'chanson']"
7199,7351,Mademoiselle K,"['french pop', 'french house', 'chanson', 'variété française']"
7200,7352,Madeleine Peyroux,"['french jazz', 'vocal jazz', 'jazz']"
7201,7353,Eiffel,"['eurodance', 'europop', 'italo dance']"
7202,7354,Madsen,"['german indie', 'german pop']"
7204,7356,Limp Wrist,"['queercore', 'hardcore punk', 'egg punk', 'riot grrrl', 'punk']"
7205,7357,Plasmatics,"['hardcore punk', 'punk', 'riot grrrl']"
7208,7364,7Ð,['slap house']
7209,7365,ÐÐ²Ð°Ð½ ÐÑÐ¿Ð°Ð»Ð°,"['g-funk', 'west coast hip hop', 'gangster rap']"
7211,7367,ÑÐ¡ÐÑÐ¡,['k-pop']
7218,7374,Polvo,"['math rock', 'noise rock', 'post-hardcore', 'post-rock', 'slowcore']"
7219,7375,Shellac,"['noise rock', 'math rock', 'post-hardcore']"
7220,7376,Slint,"['hindi hip hop', 'desi hip hop', 'punjabi hip hop']"
7222,7378,S.O.M.A.,"['folk', 'indie folk', 'folk rock']"
7223,7379,Amusement Parks on Fire,"['shoegaze', 'dream pop', 'slowcore']"
7224,7380,Herod Layne,"['post-rock', 'math rock']"
7226,7382,Efterklang,['post-rock']
7227,7383,Gray Strawberries,"['math rock', 'post-rock']"
7230,7386,Igorrr,"['breakcore', 'avant-garde']"
7231,7387,Glenn Branca,"['noise rock', 'avant-garde', 'minimalism', 'experimental', 'drone', 'post-punk']"
7232,7388,Scratch Acid,"['noise rock', 'post-hardcore', 'post-punk']"
7233,7389,U.D.R.,"['cuarteto', 'cumbia']"
7235,7391,Zac Efron,['musicals']
7237,7393,Bianca Ryan,['christmas']
7239,7395,Amy Diamond,['christmas']
7242,7398,Hairspray,['musicals']
7250,7406,Fountains of Wayne,['power pop']
7251,7407,Meat Puppets,"['grunge', 'alternative rock']"
7252,7408,George Thorogood,"['classic rock', 'blues rock', 'southern rock']"
7254,7410,Link Wray,"['surf rock', 'rockabilly', 'proto-punk', 'psychobilly']"
7255,7411,Buffalo Springfield,"['folk rock', 'country rock']"
7256,7412,Faun,"['opera', 'mizrahi']"
7257,7413,Damh the Bard,['celtic']
7258,7414,Omnia,"['trance', 'progressive trance']"
7259,7415,Corvus Corax,"['medieval', 'medieval metal', 'folk metal', 'celtic', 'folk']"
7260,7416,Gaia Consort,['celtic']
7262,7418,Inmigrantes,['rock en español']
7263,7419,Corrosion of Conformity,"['sludge metal', 'stoner rock', 'groove metal', 'doom metal']"
7264,7420,Viking Skull,"['stoner rock', 'sludge metal']"
7265,7421,Gama Bomb,"['thrash metal', 'speed metal', 'groove metal', 'metal']"
7266,7422,Evile,"['thrash metal', 'speed metal', 'groove metal', 'metal']"
7271,7427,Judy Garland,['christmas']
7274,7430,Al Jolson,"['ragtime', 'big band']"
7276,7432,Al Bowlly,"['big band', 'adult standards']"
7277,7433,Hugh Laurie,"['blues', 'jazz blues', 'comedy']"
7279,7435,Tesco Value,['dark cabaret']
7280,7436,Fred Astaire,"['big band', 'swing music', 'adult standards']"
7281,7437,Artie Shaw,"['big band', 'swing music', 'jazz']"
7283,7439,Adam Mickiewicz,['choral']
7284,7440,Kay Starr,"['christmas', 'vocal jazz']"
7286,7442,Bomb the Bass,"['trip hop', 'acid house', 'hip house', 'big beat']"
7296,7452,Danni Carlos,['mpb']
7297,7453,Eliana,['gospel']
7298,7454,Snakeskin,"['ebm', 'darkwave', 'gothic metal', 'industrial']"
7299,7455,Pettinellis,['latin rock']
7304,7460,Seven Nations,"['celtic rock', 'celtic', 'folk punk']"
7307,7463,Cadaveria,"['gothic metal', 'black metal', 'symphonic metal', 'doom metal']"
7310,7466,VHS Head,"['idm', 'vaporwave', 'glitch']"
7312,7468,Gescom,"['idm', 'glitch', 'experimental']"
7316,7472,Odd Nosdam,"['experimental hip hop', 'idm']"
7317,7473,Polygon Window,['idm']
7320,7476,Monster Rally,['exotica']
7322,7478,Locust Toybox,"['idm', 'ambient']"
7323,7479,Com Truise,"['synthwave', 'chillwave', 'vaporwave']"
7324,7480,EU,"['c-pop', 'gufeng', 'mandopop']"
7326,7482,ARM Author,['post-punk']
7329,7485,GAK,"['opera', 'mizrahi']"
7330,7486,Bradley Strider,['idm']
7331,7487,Slag Boom Van Loon,['idm']
7333,7489,Shobaleader One,['idm']
7336,7492,Soma Sonic,"['trip hop', 'downtempo', 'nu jazz']"
7337,7493,Luke Vibert,"['idm', 'acid house', 'trip hop', 'acid techno', 'breakbeat']"
7338,7494,Universal Indicator,"['idm', 'acid techno']"
7339,7495,France & Dom,"['gregorian chant', 'medieval']"
7340,7496,Paracat,['grime']
7341,7497,Mike & Rich,['idm']
7343,7499,Jorge Vercilo,"['mpb', 'nova mpb']"
7345,7501,Beverley Knight,['neo soul']
7346,7502,Chris Garneau,['dark cabaret']
7352,7509,Virgin Black,"['gothic metal', 'doom metal', 'symphonic metal']"
7354,7512,Faderhead,"['ebm', 'industrial', 'darkwave', 'synthpop', 'industrial metal']"
7355,7513,NorthBorne,"['ebm', 'industrial']"
7357,7515,The Whip,"['new rave', 'electroclash', 'alternative dance', 'electronic rock', 'indie dance']"
7358,7516,Fixmer/McCarthy,"['ebm', 'witch house', 'industrial', 'darkwave']"
7359,7517,Wast3,['hyperpop']
7360,7518,Diskonnekted,"['ebm', 'industrial', 'synthpop']"
7362,7520,T. Raumschmiere,"['electroclash', 'idm']"
7363,7521,autoclav1.1,"['idm', 'ebm', 'industrial', 'glitch']"
7364,7522,Destroid,"['ebm', 'industrial', 'industrial rock', 'synthpop', 'darkwave']"
7365,7523,Giuliano Palma & The Bluebeaters,"['rocksteady', 'ska']"
7366,7524,Hepcat,"['ska', 'rocksteady', 'ska punk']"
7367,7525,Paul Weller,['britpop']
7369,7527,The Slackers,"['ska', 'rocksteady', 'ska punk']"
7370,7528,Bitty McLean,"['lovers rock', 'reggae', 'rocksteady', 'roots reggae']"
7373,7531,Adrenalina Caribe,['merengue']
7374,7532,Los Fabulosos Cadillacs,"['rock en español', 'latin rock', 'ska', 'argentine rock', 'latin alternative', 'mexican ska']"
7376,7534,Los Cafres,"['spanish-language reggae', 'reggae', 'roots reggae', 'argentine rock', 'rock en español']"
7377,7535,Sentimiento Muerto,"['latin rock', 'rock en español']"
7379,7537,The Hotknives,"['ska', 'ska punk', 'rocksteady']"
7380,7538,Alpha Boy School,"['ska', 'rocksteady', 'ska punk']"
7381,7539,Vic Ruggiero,"['ska', 'rocksteady']"
7384,7542,Alphonso S'Entrega,['argentine rock']
7388,7546,La Misma Gente,"['salsa', 'salsa romantica']"
7390,7548,The English Beat,"['ska', 'new wave']"
7391,7549,Luz Verde,['tropical music']
7392,7550,Ulises Hadjis,"['latin indie', 'latin alternative']"
7393,7551,Fidel Nadal,"['spanish-language reggae', 'reggae', 'ska', 'roots reggae']"
7395,7553,The International Beat,['horrorcore']
7396,7554,The Dualers,"['ska', 'rocksteady', 'reggae', 'northern soul']"
7398,7556,Femi Kuti,"['afrobeat', 'afropop', 'highlife']"
7399,7557,Tony Allen,['afrobeat']
7400,7558,Salif Keita,"['afro house', 'afropop']"
7401,7559,Manu Dibango,"['afrobeat', 'afropop', 'afro soul']"
7402,7560,Hugh Masekela,"['afro soul', 'afrobeat']"
7403,7561,Orchestra Baobab,['afropop']
7404,7562,King Sunny Ade,"['fújì', 'highlife', 'afropop', 'afrobeat']"
7405,7563,Antibalas Afrobeat Orchestra,"['afrobeat', 'afro soul']"
7407,7565,Baaba Maal,['afropop']
7408,7566,Mahmoud Ahmed,['ethiopian jazz']
7410,7568,Peter King,"['afrobeat', 'highlife']"
7412,7570,Orlando Julius,"['afrobeat', 'highlife', 'afropop', 'afro soul']"
7413,7571,Chicago Afrobeat Project,['afrobeat']
7415,7573,Sir Victor Uwaifo,"['highlife', 'afrobeat', 'fújì', 'afropop']"
7416,7574,The Daktaris,"['afrobeat', 'ethiopian jazz', 'jazz funk', 'acid jazz']"
7417,7575,Africando,"['salsa', 'mambo', 'son cubano', 'latin jazz']"
7418,7576,Chief Stephen Osita Osadebe,"['highlife', 'fújì', 'traditional music']"
7419,7577,Mulatu Astatke,['ethiopian jazz']
7421,7579,Ofo The Black Company,"['afrobeat', 'highlife']"
7425,7583,Geraldo Pino,"['afrobeat', 'highlife']"
7426,7584,Oneness of Juju,"['jazz funk', 'free jazz']"
7427,7585,Dele Sosimi,"['afrobeat', 'afro house', 'tribal house']"
7428,7586,Youssou N'Dour,['afropop']
7430,7588,Awa-Klash,['afrobeat']
7431,7589,Gasper Lawal,"['afrobeat', 'afropop', 'highlife']"
7432,7590,Osibisa,"['highlife', 'afrobeat', 'afropop', 'hiplife']"
7433,7591,Oscar Sulley & the Uhuru Dance Band,"['afrobeat', 'highlife']"
7434,7592,Toto Bona Lokua,['tribal house']
7435,7593,Moussa Doumbia,"['afrobeat', 'highlife']"
7436,7594,Majek Fashek,"['reggae', 'roots reggae']"
7437,7595,Dorothy Masuka,"['afro soul', 'afropop']"
7439,7597,William Onyeabor,['afrobeat']
7441,7599,Monomono,"['afrobeat', 'highlife']"
7442,7600,Ghetto Blaster,"['bossa nova', 'lounge']"
7443,7601,Bantu,['afro house']
7445,7603,The Budos Band,"['afrobeat', 'jazz funk', 'afro soul', 'retro soul']"
7446,7604,Schelmish,"['medieval metal', 'medieval', 'folk metal', 'folk rock']"
7457,7615,MC Sniper,"['k-rap', 'k-ballad']"
7458,7616,æç,"['medieval', 'celtic']"
7460,7618,Macaco,"['spanish-language reggae', 'latin alternative']"
7462,7620,ë¹,['k-pop']
7465,7623,Jarabe de Palo,"['rock en español', 'latin rock', 'latin alternative']"
7467,7625,The Presidents of the United States of America,"['grunge', 'alternative rock']"
7469,7627,Celtas Cortos,"['celtic rock', 'celtic']"
7471,7629,Paco Bello,"['singer-songwriter', 'trova']"
7479,7637,ÐÐ¸Ð¾Ð¿ÑÐ¸ÑÐ¾Ð·,['hyperpop']
7480,7638,The Real McKenzies,"['celtic rock', 'celtic', 'sea shanties', 'folk punk', 'punk']"
7481,7639,Mudvayne,"['nu metal', 'alternative metal', 'rap metal', 'metal']"
7482,7640,Blind Passengers,"['ebm', 'industrial rock', 'industrial']"
7483,7641,Thom Hell,['norwegian pop']
7484,7642,Tocotronic,"['german indie', 'german pop']"
7485,7643,Clueso,['german pop']
7486,7644,Anna Ternheim,"['swedish pop', 'singer-songwriter']"
7487,7645,Friska Viljor,['german indie']
7489,7647,The Grand Island,['grunge']
7490,7648,Tomte,"['german indie', 'german pop']"
7491,7649,Whitey,"['red dirt', 'honky tonk', 'alt country', 'southern rock', 'country rock', 'texas country']"
7493,7651,Thomas Dybdahl,['norwegian pop']
7494,7652,Peter and the Wolf,['indie folk']
7497,7655,Amanda Jenssen,['swedish pop']
7498,7656,E.M.D.,"['big room', 'electronica', 'edm', 'electro']"
7501,7659,Tove Styrke,['swedish pop']
7507,7665,Toro y Moi,['chillwave']
7509,7667,Tahiti 80,['french indie pop']
7512,7670,The Chills,['jangle pop']
7517,7675,Beulah,['power pop']
7519,7677,Patti Page,['adult standards']
7521,7679,The Creepshow,"['psychobilly', 'horror punk', 'rockabilly']"
7522,7680,Marilyn Manson & The Spooky Kids,"['industrial metal', 'industrial']"
7523,7681,Imelda May,"['rockabilly', 'psychobilly']"
7525,7683,Rhythm & Sound,"['dub techno', 'dub']"
7526,7684,Christian Prommer's DrumLesson,"['nu jazz', 'acid jazz']"
7527,7685,Jamie Lidell,['pop soul']
7529,7687,Move D,"['hardstyle', 'hardcore']"
7532,7690,Efdemin,"['dub techno', 'minimal techno']"
7533,7691,Ahmad Jamal,"['jazz', 'cool jazz', 'hard bop']"
7534,7692,Air France,"['chillwave', 'dream pop']"
7535,7693,Pole,['k-rock']
7536,7694,SCSI-9,"['dub techno', 'minimal techno']"
7539,7697,Seelenluft,['electroclash']
7542,7700,Tosca,"['trip hop', 'downtempo', 'acid jazz', 'nu jazz', 'lounge']"
7543,7701,My My,"['emo', 'pop punk']"
7548,7706,Gaiola Das Popozudas,"['funk carioca', 'brazilian funk', 'funk melody']"
7549,7707,Threshold,"['progressive metal', 'progressive rock', 'power metal']"
7553,7711,Grey Daze,['post-grunge']
7554,7712,Border Cross,['celtic']
7555,7713,Ark,['anime']
7557,7715,Adam Skorupa,['medieval']
7559,7717,Terry Scott Taylor,"['christian alternative rock', 'chinese rock', 'ccm', 'christian rock']"
7566,7724,The Almost,"['christian alternative rock', 'christian rock']"
7568,7727,Offer Nissim,"['tribal house', 'mizrahi', 'electronica']"
7571,7733,Rhian Sheehan,"['post-rock', 'ambient']"
7572,7734,Magnus Carlsson,"['christmas', 'dansband']"
7579,7741,Snowden,['tech house']
7581,7743,Jamie T,['indie']
7583,7745,Young Knives,['new rave']
7591,7753,Donny Hathaway,['soul']
7592,7754,Third Day,"['christian', 'christian rock', 'ccm', 'christian alternative rock', 'worship', 'christian pop']"
7593,7756,Casting Crowns,"['christian', 'worship', 'ccm', 'christian rock', 'christian alternative rock', 'christian pop']"
7594,7759,Bushido,['german hip hop']
7595,7760,Glamour Of The Kill,"['post-hardcore', 'metalcore']"
7596,7766,Chingy,['crunk']
7597,7767,Faithful Darkness,"['melodic death metal', 'melodic metal']"
7598,7775,10 Years,"['post-grunge', 'alternative metal']"
7599,7776,Kids In Glass Houses,['pop punk']
7603,7780,Scott Stapp,"['christian rock', 'post-grunge']"
7606,7787,Sabonetes,"['brazilian rock', 'nova mpb']"
7607,7789,Tower of Power,"['jazz funk', 'funk']"
7608,7791,Eloy,['reggaeton']
7609,7792,Manfred Mann's Earth Band,"['progressive rock', 'classic rock']"
7612,7795,Sir Lord Baltimore,"['acid rock', 'stoner rock', 'doom metal']"
7613,7796,Bang,"['hindi hip hop', 'desi hip hop', 'punjabi hip hop']"
7614,7797,Steve Hackett,"['progressive rock', 'art rock']"
7616,7799,O TerÃ§o,"['math rock', 'anime', 'j-rock', 'japanese indie']"
7617,7800,Traffic,"['acid rock', 'psychedelic rock', 'classic rock', 'progressive rock']"
7619,7802,Premiata Forneria Marconi,"['progressive rock', 'italian singer-songwriter', 'art rock']"
7622,7805,Crucis,"['progressive rock', 'argentine rock']"
7627,7810,Elsiane,"['trip hop', 'downtempo']"
7628,7811,Crustation,"['trip hop', 'downtempo']"
7629,7812,Fino Coletivo,['nova mpb']
7630,7813,Katia B,['classical piano']
7631,7814,Afterlife,"['lounge', 'downtempo']"
7632,7815,Marcela Mangabeira,"['bossa nova', 'lounge']"
7633,7816,21 hertz,"['trip hop', 'downtempo']"
7636,7819,Nina Becker,"['nova mpb', 'mpb']"
7640,7823,Jorge Ben Jor,"['mpb', 'bossa nova', 'samba', 'brazilian jazz']"
7641,7824,Lucas Santtana,"['nova mpb', 'mpb']"
7644,7827,Twin Sister,['chillwave']
7645,7828,Alcoholic Faith Mission,['slowcore']
7646,7829,[re:jazz],['jazz']
7648,7831,Sleeping With Sirens,"['emo', 'post-hardcore', 'screamo', 'pop punk']"
7650,7833,Replace,"['power pop', 'jangle pop']"
7651,7834,Esteban,"['corridos tumbados', 'corrido', 'sad sierreño', 'sierreño', 'música mexicana']"
7652,7835,Fake Number,"['emo', 'brazilian rock']"
7654,7837,Mecano,"['rock en español', 'latin pop']"
7658,7841,Guadalupe Pineda,"['trova', 'bolero', 'mariachi', 'nueva trova']"
7662,7845,Mijares,['latin pop']
7666,7849,Susana Zabaleta,"['bolero', 'trova']"
7667,7850,CHAYITO VALDEZ,"['mariachi', 'ranchera', 'música mexicana']"
7668,7851,Juan Gabriel,"['mariachi', 'ranchera', 'bolero', 'música mexicana']"
7669,7852,Mario Frangoulis,"['entehno', 'laïko']"
7670,7853,Dina Buendia,"['mariachi', 'ranchera']"
7671,7854,Miguel Angel,['phonk']
7672,7855,OperaBabes,['opera']
7673,7856,Chava Flores,"['trova', 'ranchera', 'mariachi', 'nueva trova']"
7678,7861,Hair,['musicals']
7679,7862,Paul Potts,['opera']
7681,7864,Charice,['opm']
7682,7865,Maite Perroni,['latin pop']
7683,7866,Orange Caramel,['k-pop']
7686,7869,Caro Emerald,"['electro swing', 'swing music', 'jazz blues']"
7687,7870,Alisa Jones,"['celtic', 'bluegrass']"
7690,7873,Brian Roebuck,['celtic']
7691,7874,Xavier Naidoo,['german pop']
7692,7875,MIND:|:SHREDDER,"['industrial metal', 'ebm', 'industrial', 'industrial rock']"
7693,7876,Violet Indiana,"['dream pop', 'shoegaze']"
7694,7877,Julie London,"['vocal jazz', 'jazz']"
7695,7878,Pale Saints,"['shoegaze', 'dream pop', 'slowcore']"
7696,7879,Robin Guthrie,"['ambient', 'drone', 'space music', 'dream pop', 'shoegaze']"
7697,7880,Bow Wow Wow,['new wave']
7698,7881,Warren Haynes,"['southern rock', 'modern blues', 'blues rock', 'blues']"
7699,7882,Edgar Broughton Band,"['acid rock', 'proto-punk', 'psychedelic rock', 'krautrock', 'progressive rock']"
7700,7883,Ananda Shake,"['psytrance', 'trance']"
7701,7884,Sesto Sento,"['psytrance', 'trance', 'progressive trance']"
7702,7885,Zeigeist,"['electroclash', 'synthpop', 'new rave', 'alternative dance', 'electropop']"
7704,7887,Zoot Woman,"['electroclash', 'alternative dance', 'indie electronic', 'new rave']"
7705,7888,Barcelona,"['classical', 'orchestra']"
7708,7891,Sans Arc,"['post-rock', 'dream pop', 'shoegaze']"
7709,7892,Girls in Hawaii,['french indie pop']
7710,7893,MÃªlÃ©e,"['schlager', 'german pop', 'schlagerparty']"
7711,7894,September Malevolence,['post-rock']
7712,7895,Kwoon,['post-rock']
7713,7896,Hazen Street,"['hardcore punk', 'melodic hardcore']"
7714,7897,Go:Audio,['desi']
7716,7899,Warmen,"['power metal', 'melodic death metal', 'neoclassical']"
7719,7902,Marty Friedman,['neoclassical']
7720,7903,Barren Earth,"['melodic death metal', 'progressive metal', 'doom metal', 'death metal']"
7721,7904,El Perro del Mar,['swedish pop']
7722,7905,Michiru Yamane,['japanese vgm']
7723,7906,Narziss,"['metalcore', 'groove metal']"
7724,7907,Hum,"['opera', 'mizrahi']"
7725,7908,Desert Sessions,['stoner rock']
7726,7909,Wellwater Conspiracy,"['stoner rock', 'grunge']"
7727,7910,Dax Riggs,"['sludge metal', 'stoner rock']"
7729,7912,John Paul Jones,['progressive rock']
7730,7913,Darkened Nocturn Slaughtercult,['black metal']
7731,7914,Opera IX,"['gothic metal', 'black metal', 'symphonic metal']"
7733,7916,Argentum,['tango']
7734,7917,Inquisition,['black metal']
7735,7918,Nokturnal Mortum,['black metal']
7736,7919,Demonoid,"['death metal', 'melodic death metal']"
7737,7920,Astarte,['black metal']
7738,7921,Stormlord,"['black metal', 'melodic death metal', 'symphonic metal', 'folk metal', 'death metal']"
7739,7922,Falkenbach,"['folk metal', 'black metal', 'folk', 'medieval metal']"
7740,7923,Xibalba,"['hardcore', 'hardcore punk']"
7741,7924,Onslaught,"['thrash metal', 'speed metal', 'metal', 'groove metal', 'heavy metal']"
7742,7925,Tsjuder,['black metal']
7743,7926,Austin TV,"['math rock', 'mexican indie', 'mexican rock', 'post-rock', 'latin indie']"
7745,7928,The Connells,['jangle pop']
7746,7929,Procol Harum,"['progressive rock', 'baroque pop']"
7747,7930,Perfect,['alternative metal']
7748,7931,I Santo California,['italo dance']
7751,7934,The Beloved,['madchester']
7753,7936,Czerwone Gitary,"['big beat', 'disco polo']"
7754,7937,Bill Haley,"['rockabilly', 'rock and roll', 'doo-wop']"
7755,7938,Agent Orange,"['punk', 'hardcore punk', 'skate punk']"
7756,7939,Breakout,['big beat']
7759,7942,Punk Goes...,"['reggae rock', 'reggae']"
7761,7944,Mark Schultz,"['ccm', 'christian']"
7764,7947,Evans Blue,"['post-grunge', 'alternative metal']"
7767,7950,Antichristus,['breakcore']
7769,7952,Gasmask 71,['breakbeat']
7770,7953,Core Corp,"['tekno', 'acid techno']"
7771,7954,Audio,['sholawat']
7772,7955,Evol Intent,"['drum and bass', 'jungle', 'dubstep', 'drumstep']"
7774,7957,Hemoglobin,['drum and bass']
7777,7960,Counterstrike,"['drum and bass', 'drumstep']"
7778,7961,Ekaros,"['dubstep', 'idm']"
7779,7962,Unabomber,['italo dance']
7782,7965,snaper,['traditional music']
7783,7966,DJ Hidden,"['breakcore', 'drum and bass', 'industrial', 'hardcore techno', 'gabber']"
7784,7967,Resonant Evil,"['drum and bass', 'jungle']"
7785,7968,Coresplittaz,['drum and bass']
7786,7969,Rawtekk,"['drum and bass', 'drumstep', 'liquid funk']"
7788,7971,T.Z.A.,['japanese vgm']
7790,7973,ZuBCoRe,['industrial']
7792,7975,iDOLEAST,"['new rave', 'deathstep', 'drum and bass']"
7793,7976,Skynet,['synthwave']
7794,7977,ScreamerClauz,"['speedcore', 'grindcore', 'horrorcore', 'industrial']"
7796,7979,The Panacea,"['drum and bass', 'gabber', 'breakcore', 'deathstep']"
7797,7980,Peter Kurten,"['gabber', 'drum and bass']"
7798,7981,Technical Itch,"['drum and bass', 'jungle', 'breakbeat']"
7799,7982,Dylan,"['folk rock', 'folk', 'singer-songwriter', 'roots rock', 'country rock']"
7800,7983,Paul B,['k-rap']
7802,7985,Temulent,"['jungle', 'drum and bass']"
7804,7987,Vector Burn,"['drum and bass', 'jungle']"
7805,7988,Submerged,['death metal']
7807,7990,Switch Technique,"['industrial', 'drum and bass', 'gabber', 'breakcore', 'speedcore', 'hardcore']"
7808,7991,DJ floorclearer,"['breakcore', 'speedcore', 'hyperpop']"
7812,7995,Smash!!,"['alternative rock', 'rock']"
7815,7998,ÐÑÐ¸Ð³Ð°Ð´Ð°,"['phonk', 'brazilian phonk', 'rally house']"
7829,8014,Gravity Kills,"['industrial rock', 'industrial', 'industrial metal', 'ebm']"
7831,8016,Five Iron Frenzy,"['ska', 'ska punk', 'christian rock', 'christian alternative rock']"
7832,8017,Velvet,['k-pop']
7833,8018,Natalia,"['latin folk', 'bolero', 'latin indie', 'latin alternative']"
7835,8020,Giusy Ferreri,['italo dance']
7836,8021,Elena Gheorghe,['manele']
7837,8022,Star Pilots,['russelåter']
7839,8024,Samira Said,"['egyptian pop', 'raï', 'moroccan pop']"
7840,8025,Elliot,['hip hop']
7841,8026,Fuck Buttons,"['idm', 'post-rock']"
7846,8031,Nico Muhly,['minimalism']
7848,8033,7 Skies,['big room']
7853,8038,Nicolaus Esterhazy Sinfonia,"['classical', 'opera']"
7856,8041,Arty,"['progressive house', 'trance', 'big room', 'progressive trance']"
7857,8042,Live,['k-rap']
7858,8043,Idlewild,['britpop']
